회사명,상장일,시장,산업분류,AI분류,구태그,평가방법,적용멀티플,분류근거,주요제품
디티앤씨알오,2022-11-11,코스닥,바이오/헬스케어,비AI,,PER,27.62,"[에이전트 판정(투설 원문 스니펫)|low] 본업은 비임상/임상 CRO 용역. AI는 STC 플랫폼 신규사업 구상 단계이며 AI/IoT/블록체인 병렬 나열 수준 | 근거: ""동사는 AI를 활용한 임상시험 혁신 platform을 개발하여 공급함으로써... 하는 신규 사업"" / ""STC는 AI, IoT, Block chain 및 Digital Transformation을 통해""",비임상 및 임상시험 대체 용역
윤성에프앤씨,2022-11-14,코스닥,화학/소재,비AI,,PER,21.06,"[에이전트 판정(투설 원문 스니펫)|high] 2차전지 믹싱시스템이 주력. AI는 향후 스마트팩토리 R&D 방향·장비 모니터링 구상 수준. | 근거: ""스마트팩토리 실현을 위해 IoT, AI, AR System 연구개발에 경주를 다하고"" / ""인공지능 등의 기법으로 장비 상태를 분석하여""",2차전지용 믹싱시스템
티쓰리,2022-11-17,코스닥,엔터/미디어/게임,비AI,,PER,16.89,"[에이전트 판정(투설 원문 스니펫)|high] 게임 개발·서비스가 본업으로 AI 없이 성립. AI 페이셜 인식은 출시 예정 부가 기능이며 AR/VR/AI는 신사업 계획 수준. | 근거: ""AI 딥러닝을 이용한 페이셜 인식 기능 2020~2023년 2023년 출시 예정""",온라인 및 모바일 게임 등
티에프이,2022-11-17,코스닥,반도체/디스플레이,비AI,,PER,13.87,"[에이전트 판정(투설 원문 스니펫)|high] AI는 전방산업(AI 반도체) 수요 설명. 테스트소켓 자체는 AI 아님(전방 AI SoC 공급사 규칙). | 근거: 자율주행 차량용 반도체, IoT용 반도체, AI 인공지능 반도체 등 모든 분야의 반도체 칩의 Test Solution을 제공","COK, Board, Test Socket"
엔젯,2022-11-18,코스닥,기계/장비,비AI,,PER,10.8,"[에이전트 판정(투설 원문 스니펫)|high] EHD 프린팅 장비가 주력. AI는 향후 개발 예정·진행중인 R&D 계획. | 근거: ""공정 데이터베이스를 축적하여 2023년 AI 소프트웨어를 개발할 예정이며""","EHD 잉크젯 프린터, EHD 코터"
유비온,2022-11-18,코스닥,IT/소프트웨어,비AI,,PER,22.11,"[에이전트 판정(투설 원문 스니펫)|low] AI는 교육과정 주제·교육용 키트 소재이지 LMS 플랫폼의 핵심 동작 원리가 아님. AI Kit 판매가 있어 경계선이나 부가 제품. | 근거: ""금융빅데이터 분석, AI, 메타버스 교육과정의 서비스를 시작"" / ""AI교육 경험학습 도구로서 자율주행차 AI Kit을 개발 및 판매""",학습관리시스템 등 에듀테크 플랫폼 (코스모스) 및 교육서비스
인벤티지랩,2022-11-22,코스닥,바이오/헬스케어,비AI,,PER,28.54,"[에이전트 판정(투설 원문 스니펫)|high] AI 언급이 인용 출처명에 불과. 약물전달 플랫폼은 AI 무관. | 근거: ""출처: \""인공지능(AI)을 활용한 신약개발 국내외 현황과 과제\"", 한국보건산업진흥원 (2020)""",마이크로/나노 입자 기반 약물전달 플랫폼 및 관련 제품
펨트론,2022-11-24,코스닥,기계/장비,AI관련,,PER,26.58,"[에이전트 판정(투설 원문 스니펫)|high] 주력 검사장비의 검사기술 자체가 AI 딥러닝 기반. AI-OCR 등 자체 AI 알고리즘 다수 개발 | 근거: ""3D측정 및 AI 딥러닝을 이용한 검사기술을 바탕으로 SMT, 반도체, 이차전지 시장의 3D 정밀공정검사장비 제조, 판매"" / ""X-ray 검사장비는 AI 기반 고속 3D CT 기술 적용이 가능""",3D 정밀측정 검사장비
SAMG엔터,2022-12-06,코스닥,엔터/미디어/게임,비AI,,PER,26.21,"[에이전트 판정(투설 원문 스니펫)|low] AI 기반 제작시스템 특허 10건 보유하나 이는 내부 제작 효율화 도구. 제품(애니메이션 IP·완구)의 가치제안은 AI 없이 성립하므로 nonai, 단 자체 AI 활용 실체가 있어 low. | 근거: ""게임 엔진을 이용한 인공지능 기반 애니메이션 제작 시스템 및 그 방법... 등록"" / ""Animatic 자료와 수집 데이터를 비교하여 AI로 유사성을 판단""",애니메이션 IP 기획 및 관련 제품 제작
바이오노트,2022-12-22,유가증권,바이오/헬스케어,비AI,,PER,5.23,"[에이전트 판정(투설 원문 스니펫)|high] 진단키트 제품은 AI 무관. AI 언급은 향후 계획과 체외진단 산업 동향에 그침. | 근거: ""개인유전체분석 서비스(PGS)를 AI 플랫폼 기술과 접목시키는 등... 제공해 점유율을 확대할 계획"" / ""인공지능(AI)기술을 통해 즉각 진단을 도출하는 의료기기의 개발이 지속"" (산업 동향)","Rapid 반제품 및 완제품, 동물용신속진단 키트"
한주라이트메탈,2023-01-19,코스닥,화학/소재,비AI,,PER,20.56,"[에이전트 판정(투설 원문 스니펫)|high] AI는 자사 공장 검사공정 스마트화 도구. 제품(알루미늄 부품)의 기능이 아님. | 근거: 서브프레임 AI기반을 X-ray 검사 스마트공장 개발 / 고도화 2 수준에서 빅데이터, AI 및 로봇 실시간 제어",알루미늄 기반 경량화 자동차 부품
티이엠씨,2023-01-19,코스닥,화학/소재,비AI,,PER,10.99,"[에이전트 판정(투설 원문 스니펫)|high] 반도체 특수가스 소재사. AI는 전방산업 수요 전망 언급뿐. | 근거: ""빅데이터, IoT, 인공지능의 발전 및 5G 서비스와... 반도체의 수요는 지속적인 성장이 전망""",반도체용 특수가스
미래반도체,2023-01-27,코스닥,소비재/유통,비AI,,PBR,4.94,"[에이전트 판정(투설 원문 스니펫)|high] AI는 반도체 수요 시장 전망에 그침. 반도체 유통업은 AI 무관. | 근거: ""AI, Cloud computing, Smartphone 등에 장착되는 칩 수요가 꾸준히 증가""",반도체
오브젠,2023-01-30,코스닥,IT/소프트웨어,AI관련,Y,PER,19.59,"[에이전트 판정(투설 원문 스니펫)|high] 자체 AutoML·XAI·Causal AI 기술이 마테크/CRM 솔루션의 핵심 기능으로 서술됨. | 근거: ""AI 알고리즘이 적용된 지능형 모델링을 통해 데이터 분석이 획기적으로 개선"" / ""동사는 AI 기능 구현의 기반이 되는 빅데이터 기술, AI 기능의 다양성/정확성 제공 기술...높은 수준의 기술을 보유""",CRM 소프트웨어
삼기이브이,2023-02-03,코스닥,자동차/모빌리티,비AI,,PER,20.45,"[에이전트 판정(투설 원문 스니펫)|high] 제품은 엔드플레이트(배터리 부품). AI는 자사 공정 품질검사 도구 도입/국책과제 수준 | 근거: ""용접불량 등의 발생을 억제하기 위해 공정자동화, AI Vision검사 등 다방면으로 연구개발을 수행""",배터리(이차전지) 부품 (엔드플레이트)
스튜디오미르,2023-02-07,코스닥,엔터/미디어/게임,비AI,,PER,27.6,[자동확정(키워드 0건)|high] 투자설명서 전문에 AI·인공지능·머신러닝 등 관련 언급 없음,애니메이션 제작
꿈비,2023-02-09,코스닥,소비재/유통,비AI,,PER,23.2,"[에이전트 판정(투설 원문 스니펫)|high] 유아용품 기업. AI 언급은 산업 전망 1건. | 근거: ""향후 키즈콘텐츠는 AI, AR, VR 등 신기술을 접목하여 '에듀테인먼트' 분야로 지속적인 성장이 가능할 것""","놀이방매트, 유아거실가구 등"
샌즈랩,2023-02-15,코스닥,IT/소프트웨어,AI관련,Y,PER,26.1,"[에이전트 판정(투설 원문 스니펫)|low] AI 데이터셋 구축사업이 실제 수주 매출이고 CTI 분석에 AI 활용이 서술됨. 다만 스니펫 다수가 정부 정책·사업 설명이라 자사 제품 핵심성 근거는 제한적. | 근거: ""'사이버보안 AI 데이터셋 구축사업'을 수주하여 수행하고 있으며"" / ""AI기술을 활용한 사이버공격 예측모델 개발 등 분석 역량을 고도화할 수 있도록 지능정보 보안플랫폼 구축""",사이버 위협 인텔리전스(CTI)
제이오,2023-02-16,코스닥,건설/인프라,비AI,,PER,32.1,[자동확정(키워드 0건)|high] 투자설명서 전문에 AI·인공지능·머신러닝 등 관련 언급 없음,"탄소나노튜브, 금속탱크 및 유사용기"
이노진,2023-02-20,코스닥,화학/소재,비AI,,PER,26.78,"[에이전트 판정(투설 원문 스니펫)|high] 유일한 'AI'는 비교기업 진단제품명(조류인플루엔자 등) 표기. 인공지능과 무관. | 근거: (주)인트론바이오테크놀로지 COVID-19, AI, VRE, STI 등(제품","탈모케어제품(볼빅), 피부케어제품(Dr.메디션)"
바이오인프라,2023-03-02,코스닥,바이오/헬스케어,비AI,,PER,26.64,"[에이전트 판정(투설 원문 스니펫)|high] 생동성시험·검체분석 CRO. AI 언급은 산업 동향·적용 가능성 소개에 그침. | 근거: ""임상시험 절차를 효율화하기 위해 인공지능 기술이 적용되고 있는 것이 큰 특징""","생동성시험, 검체 분석"
나노팀,2023-03-03,코스닥,기계/장비,비AI,,PER,31.46,[자동확정(키워드 0건)|high] 투자설명서 전문에 AI·인공지능·머신러닝 등 관련 언급 없음,전기차용 방열제품
자람테크놀로지,2023-03-07,코스닥,반도체/디스플레이,비AI,,PER,23.16,"[에이전트 판정(투설 원문 스니펫)|low] 주력 XGSPON 통신반도체는 비AI. 엣지 AI 프로세서는 신규 개발 단계(신사업 구상)라 경계선. | 근거: ""통신반도체 산업은 자율주행 자동차, 인공지능, 사물인터넷 등 다양한 전방 산업과 밀접"" / ""2023년 1분기 엣지향 인공지능프로세서 개발""","XGSPON, 기가와이어, 광트랜시버 등"
금양그린파워,2023-03-13,코스닥,건설/인프라,비AI,,PER,11.53,[자동확정(키워드 0건)|high] 투자설명서 전문에 AI·인공지능·머신러닝 등 관련 언급 없음,"플랜트, 발전소 및 신재생에너지 발전소 공사 및 용역"
LB인베스트먼트,2023-03-29,코스닥,금융,비AI,,PBR,1.38,"[에이전트 판정(투설 원문 스니펫)|high] VC로서 투자 섹터 언급일 뿐. 자사 사업(창업투자)에 AI 기술 없음. | 근거: ""바이오/의료/정밀기기, 반도체/디스플레이, AI/블록체인 등 전문적인 지식이 요구되는 섹터"" / ""핀테크, 인공지능, 로봇 관련 스타트업에 대한 관심 및 투자가 증대""",중소기업 창업투자
지아이이노베이션,2023-03-30,코스닥,바이오/헬스케어,비AI,,PER,22.36,"[에이전트 판정(투설 원문 스니펫)|high] AI 언급은 연구원 개인 경력/업무 기술뿐. 면역항암제 파이프라인은 AI 제품 아님 | 근거: ""AI 기반 단백질 3차원 구조 예측 활용 단백질 의약품 특성 개량""",면역항암제 및 알레르기 치료제
마이크로투나노,2023-04-26,코스닥,반도체/디스플레이,비AI,,PER,11.69,"[에이전트 판정(투설 원문 스니펫)|high] 프로브카드 제조사. AI는 전방 반도체 수요 전망(ChatGPT·HBM 등)에 그침. | 근거: ""5G, 인공지능(AI), 자율주행차 등으로 반도체 수요가 급속 성장"" / ""AI 연산에 사용되는 그래픽저장장치(GPU)에 필요한 고대역폭메모리(HBM) 수요""",메모리 테스트용 프로브 카드
토마토시스템,2023-04-27,코스닥,IT/소프트웨어,비AI,,PER,25.29,"[에이전트 판정(투설 원문 스니펫)|low] 주력 UI/UX 솔루션·대학정보화 SW는 AI 없이 성립. AI 테스트 자동화는 공모자금 투입 예정인 연구개발 단계. AI사업본부 존재로 low. | 근거: ""AI기능을 적용한 테스트 자동화 솔루션 연구개발자금 등의 용도로 사용할 계획"" / ""확장된 AI중심의 테스트 자동화 솔루션의 고도화를 진행 할 예정""","UI/UX솔루션, 대학정보화사업 SW"
에스바이오메딕스,2023-05-04,코스닥,바이오/헬스케어,비AI,,PER,25.0,[에이전트 판정(투설 원문 스니펫)|high] '신경망'은 생물학적 신경조직 의미. 인공지능 언급 자체가 없음. | 근거: 손상부위로 줄기세포의 이동 및 신경망을 재형성하는 효과,줄기세포 치료제 연구 및 개발
트루엔,2023-05-17,코스닥,IT/소프트웨어,AI관련,,PER,22.59,"[에이전트 판정(투설 원문 스니펫)|high] 자체 개발 AI 객체탐지가 주력 IP카메라의 핵심 기능이자 차별화 요소. | 근거: ""2021년부터 AI 기반의 객체 탐지(Object Detection) 기술을 개발 했으며, 현재 IP 카메라에 해당 기술을 탑재""","IP 카메라, 영상스트리밍솔루션, IoT기기 및 서비스"
씨유박스,2023-05-19,코스닥,IT/소프트웨어,순수AI,Y,PER,31.75,"[에이전트 판정(투설 원문 스니펫)|high] 주요제품 자체가 AI 얼굴인식·객체인식 솔루션 및 AI데이터 플랫폼. AI 알고리즘이 곧 제품이자 매출원. | 근거: ""기존 AI시장을 강화하거나 확대하고... AI 개발을 가속화할 장비 투자, AI학습 데이터 투자"" / ""당사가 속한 AI 인공지능 시장은""","AI얼굴인식 시스템, AI얼굴인증 솔루션, AI 객체인식 솔루션, AI데이터 플랫폼"
모니터랩,2023-05-19,코스닥,IT/소프트웨어,AI관련,Y,PER,26.72,"[에이전트 판정(투설 원문 스니펫)|high] 자체 AI/머신러닝 기반 위협 탐지 기술이 보안 제품의 핵심 동작 원리로 서술되고 관련 특허 보유. | 근거: ""AI기반 웹 공격 탐지 및 차단기술, AI기반 malware 유사도 프로파일링 기술을 기반으로 웹방화벽...제공"" / ""머신러닝을 이용한 웹 기반 부정 로그인 차단 장치 및 방법(특허)""","웹방화벽,유해사이트솔루션,가시성SSL 솔루션, SASE플랫폼기반 SECaaS"
기가비스,2023-05-24,코스닥,기계/장비,AI관련,,PER,21.8,"[에이전트 판정(투설 원문 스니펫)|low] 자사 광학검사장비 불량검출에 AI 적용, AI+AOI 하이브리드 GIDC를 고객 생산라인 적용. 다만 주력 AOI는 광학 기반이라 low | 근거: ""검사오류를 최소화하기 위해 AI 기술을 불량검출 알고리즘에 적용하여"" / ""AI 기술과 AOI 검사 기술을 Hybrid 하여... ADC""",반도체 기판용 광학검사 및 수리장비
진영,2023-06-01,코스닥,화학/소재,비AI,,PER,20.45,[자동확정(키워드 0건)|high] 투자설명서 전문에 AI·인공지능·머신러닝 등 관련 언급 없음,"가구용 ASA플라스틱 시트, 엣지밴드"
나라셀라,2023-06-02,코스닥,소비재/유통,비AI,,PER,18.29,"[에이전트 판정(투설 원문 스니펫)|high] 와인 유통사. AI 언급은 비교기업 매출구성 표 1건뿐. | 근거: ""엠젠솔루션 프린터 현상기 84.56%... BcN/AI 13.65%""",와인 도소매
마녀공장,2023-06-08,코스닥,화학/소재,비AI,,PER,21.15,[자동확정(키워드 0건)|high] 투자설명서 전문에 AI·인공지능·머신러닝 등 관련 언급 없음,자연주의 기능성 화장품
큐라티스,2023-06-15,코스닥,바이오/헬스케어,비AI,,PER,32.49,[자동확정(키워드 0건)|high] 투자설명서 전문에 AI·인공지능·머신러닝 등 관련 언급 없음,"백신 및 면역증강제 개발제조업, CMO/CDMO"
프로테옴텍,2023-06-16,코스닥,바이오/헬스케어,비AI,,PER,16.45,"[에이전트 판정(투설 원문 스니펫)|high] 인공지능 언급이 체외진단 산업 일반론뿐. 알레르기 진단 제품은 AI 무관. | 근거: ""체외진단 의료기기 시장은 21세기 스마트/정보화/인공지능 기술과 융복합이 용이한 산업으로서""",알레르기 진단 제품
시큐센,2023-06-29,코스닥,IT/소프트웨어,AI관련,,PER,21.52,"[에이전트 판정(투설 원문 스니펫)|low] 생체인증(안면인식) 제품의 핵심 기능이 AI 기반으로 서술되나, 상당 부분이 '개발 중·투자 집중' 어조라 확신 낮음. | 근거: AI기반 안면인증 솔루션 개발 (본사 재직시) / 시장의 요구가 크게 증가하고 있는 AI 기반 안면인식 기술개발에도 투자를 집중","디지털 금융 서비스 구축, 모바일 보안솔루션, 생체인증 전자서명"
알멕,2023-06-30,코스닥,화학/소재,비AI,,PER,13.7,[자동확정(키워드 0건)|high] 투자설명서 전문에 AI·인공지능·머신러닝 등 관련 언급 없음,알루미늄 압출 제품
오픈놀,2023-06-30,코스닥,IT/소프트웨어,AI관련,,PER,18.31,"[에이전트 판정(투설 원문 스니펫)|low] 자체 AI 매칭·스코어링이 플랫폼 경쟁우위로 서술되나 '한정적으로 활용' 표현도 있어 low. | 근거: ""인공지능(AI) 기반의 '기업 맞춤 프로젝트 추천 기술' 및 '구직자 역량 평가 및 스코어링' 개발"" / ""AI 기술을 활용하여 매칭시켜주는 점이 타 경쟁사 대비 경쟁 우위""",미니인턴플랫폼(커리어 및 채용 플랫폼)
이노시뮬레이션,2023-07-06,코스닥,IT/소프트웨어,비AI,Y,PER,27.54,"[에이전트 판정(투설 원문 스니펫)|high] AI 언급이 용어정의·정부사업·비교기업 목록·부가 챗봇 기능 계획에 그침. 시뮬레이터 제품은 AI 없이 성립. | 근거: ""고도화된 AI 챗봇... 기능을 제공하여 자연어 처리 기술을 통해 스마트 트레이닝에"" / ""AI Artificial Intelligence 인공지능"" (용어정의)","스마트 모빌리티 시뮬레이터, XR 가상훈련 시스템 등"
필에너지,2023-07-14,코스닥,기계/장비,비AI,,PER,26.5,[자동확정(키워드 0건)|high] 투자설명서 전문에 AI·인공지능·머신러닝 등 관련 언급 없음,2차전지 제조장비
센서뷰,2023-07-19,코스닥,화학/소재,비AI,,PER,20.29,"[에이전트 판정(투설 원문 스니펫)|high] AI 언급이 산업 동향·정책 설명에 그침. 케이블/전송선로 제품은 비AI. | 근거: ""4차 산업혁명은 제조업을 넘어 모든 사업 영역에서 연결성 확대, 빅데이터, AI 혁명으로 이어지고"" / ""5G, AI 등 디지털 기술을 활용...디지털혁신 가속화""","T&M 케이블, 초소형 전송선로"
와이랩,2023-07-20,코스닥,엔터/미디어/게임,비AI,,PER,30.7,[자동확정(키워드 0건)|high] 투자설명서 전문에 AI·인공지능·머신러닝 등 관련 언급 없음,만화출판물의 제작 및 영상물 제작
뷰티스킨,2023-07-24,코스닥,화학/소재,비AI,,PER,27.98,[자동확정(키워드 0건)|high] 투자설명서 전문에 AI·인공지능·머신러닝 등 관련 언급 없음,"화장품 제조, 브랜드, 유통 사업"
버넥트,2023-07-26,코스닥,IT/소프트웨어,비AI,Y,PER,29.07,"[에이전트 판정(투설 원문 스니펫)|low] 스니펫상 AI는 공모자금 R&D 계획(적용 예정)과 비교기업 표에 그침. 현 XR 솔루션의 AI 구현 근거 부족 | 근거: ""2024년 하반기 인공지능(AI)기반 XR 콘텐츠 생성 기법 연구... 기술을 연구 개발 함"" / ""SQUARS Studio에 적용하여 생성형 AI기반... 서비스 적용 예정""",산업용 XR 솔루션
에이엘티,2023-07-27,코스닥,반도체/디스플레이,비AI,,PER,18.0,"[에이전트 판정(투설 원문 스니펫)|high] 반도체 테스트·패키징 외주사. AI는 전방산업(고객사 칩) 수요 설명. | 근거: ""중소기업들이 자사의 AI 맞춤형 칩을 제조하기 위해... 반도체후공정 업체에 의존하는 경향""",반도체 테스트 및 패키징(반도체 후공정)
파로스아이바이오,2023-07-27,코스닥,바이오/헬스케어,AI관련,,PER,32.1,"[에이전트 판정(투설 원문 스니펫)|high] 자체 AI 신약개발 플랫폼이 사업모델의 핵심 동작 원리로 반복 서술. 매출원은 신약 기술이전이므로 pure가 아닌 ai. | 근거: ""자체 구축한 AI(인공지능) 신약개발 플랫폼을 신약개발 전분야에 활용하여 혁신신약을 개발"" / ""당사는 AI 플랫폼을 기반으로 희귀질환치료제를 연구 개발하는 신약개발회사""",PHI-101 급성골수성백혈병 치료제 및 재발성난소암 치료제
시지트로닉스,2023-08-03,코스닥,반도체/디스플레이,비AI,,PER,18.1,[에이전트 판정(투설 원문 스니펫)|high] AI는 센서소자의 전방시장·적용분야 설명. 특화반도체 소자 자체는 비AI. | 근거: 급성장하는 모빌리티 인공지능 등의 전방시장에 의해 높은 성장률을 보이고 있는 시장,특화반도체 소자
엠아이큐브솔루션,2023-08-04,코스닥,IT/소프트웨어,비AI,,PER,21.87,"[에이전트 판정(투설 원문 스니펫)|low] AI 솔루션(SmartAI)을 판매하나 매출 비중 5~8%로 주력은 MES 등 비AI 스마트팩토리 SW. | 근거: ""AI (SmartAI)... 설비 예지보전, 공정 최적조건 도출"" / ""AI 788,284 4.7%... 1,852,899 8.3%""","스마트팩토리 솔루션, 제조지능화 솔루션"
파두,2023-08-07,코스닥,반도체/디스플레이,비AI,,PER,22.51,"[에이전트 판정(투설 원문 스니펫)|high] SSD 컨트롤러는 AI 연산 전용 설계가 아니며, AI는 전방(데이터센터) 워크로드 수요 서술. 전방산업 AI 공급사 기준으로 nonai. | 근거: ""데이터센터에서 가장 많은 자원을 필요로 하는 AI의 학습 및 추론을 위한 워크로드... 최적화 목표로 연구개발의 분야를""",SSD 컨트롤러
큐리옥스바이오시스템즈,2023-08-10,코스닥,바이오/헬스케어,비AI,,PER,26.4,[자동확정(키워드 0건)|high] 투자설명서 전문에 AI·인공지능·머신러닝 등 관련 언급 없음,세포 전처리 자동화기기 등
코츠테크놀로지,2023-08-10,코스닥,IT/소프트웨어,비AI,Y,PER,26.49,"[에이전트 판정(투설 원문 스니펫)|high] AI 언급이 국방 동향·유사대체기술·시장 전망 설명. SBC/전시기 자체는 AI 없이 성립. | 근거: ""유사기술 대체기술 - 인공지능(AI) - 딥러닝 기술을 비롯한 인공지능 분야에 특화된 프로세서인 Intel Movidius"" / ""사물인터넷 IoT, 첨단 무기체계, AI 인공지능 등에 따른 첨단 기술의 발전 흐름""","싱글보드컴퓨터(SBC), 군용 전시기 등"
넥스틸,2023-08-21,유가증권,화학/소재,비AI,,PBR,1.81,[자동확정(키워드 0건)|high] 투자설명서 전문에 AI·인공지능·머신러닝 등 관련 언급 없음,"OCTG Pipe, Line Pipe, Standard Pipe, 일반관"
스마트레이더시스템,2023-08-22,코스닥,자동차/모빌리티,AI관련,Y,PER,17.74,"[에이전트 판정(투설 원문 스니펫)|low] 자사 4D 레이다에 AI 인식(낙상감지·객체탐지)을 접목한 제품 개발 완료. 다만 스니펫 대부분이 과제/자금계획이라 low | 근거: ""낙상 및 낙상예방 재활운동 감지를 위한 AI를 접목시킨 헬스케어용 4D 이미징 레이다... 과제수행성공"" / ""4D 이미징 레이다 기반 AI 지능형 해양시설 안전 시스템""",모빌리티 및 비모빌리티용 4D이미징레이다
시큐레터,2023-08-24,코스닥,IT/소프트웨어,AI관련,Y,PER,21.57,"[에이전트 판정(투설 원문 스니펫)|low] 자체 AI·CTI가 현행 솔루션 기술로 서술되나, 핵심은 리버스엔지니어링이고 AI 탐지(생성형 포함)는 23~25년 개발 계획 비중이 커서 low. | 근거: ""핵심기술인 리버스엔지니어링을 비롯 자체 개발한 빅데이터 기반의 AI와 CTI 기술로 사이버 공격에 대해 선제적으로 대응""","SLE(이메일 보안), SLF(파일 보안)"
인스웨이브시스템즈,2023-09-25,코스닥,IT/소프트웨어,비AI,,PER,24.87,"[에이전트 판정(투설 원문 스니펫)|low] 주력 UI/UX 개발 솔루션은 AI 없이 성립. DeepSquare·AISquare 등 AI 접목은 연구개발·신제품 단계이고 GPU 투자도 향후 계획. | 근거: ""2015년부터 WebSquare5에 AI 기술을 접목하기 위해... 딥러닝 기술을 통해 상대좌표로 자동 변환해주는 'DeepSquare'"" / ""GPT-4를 UI/UX 개발에 적용하여... 신규 제품""","UI/UX 개발 솔루션, 엔터프라이즈 DX 솔루션, 금융 단말 솔루션 등"
밀리의서재,2023-09-27,코스닥,기타,비AI,,PER,27.98,"[에이전트 판정(투설 원문 스니펫)|low] AI보이스는 오디오북 제작 효율화 수단이자 차별화 요소지만, 핵심 가치제안은 전자책 구독 서비스. 부가 기능으로 판단. | 근거: AI보이스 기술을 확보하여 기존 오디오북 제작 방식대비 제작 시간과 비용을 70%가량 절감",전자책 정기구독 서비스
한싹,2023-10-04,코스닥,IT/소프트웨어,비AI,Y,PER,18.03,"[에이전트 판정(투설 원문 스니펫)|high] 주력 망간자료전송 솔루션은 비AI. AI 보안·재해탐지는 공모자금 R&D 계획 단계. | 근거: ""제품고도화 및 AI기반 보안 솔루션 개발을 위한 연구개발비용"" / ""AI 기반 악성코드 탐지 연동 기술 연구진행중""",망간자료전송
두산로보틱스,2023-10-05,유가증권,기계/장비,비AI,Y,PER,38.31,"[에이전트 판정(투설 원문 스니펫)|high] AI는 향후 인수·투자 계획과 접목 구상에 그침. 협동로봇 제품 자체의 AI 구동 서술 없음. | 근거: ""AMR 및 Vision, AI 등 기타 주변 기술 기업 인수/투자"" / ""로봇 Arm 및 솔루션은 Vision, AI 등의 기술과 접목될 때""",협동로봇
레뷰코퍼레이션,2023-10-06,코스닥,기타,AI관련,,PER,32.61,"[에이전트 판정(투설 원문 스니펫)|high] 자체 딥러닝 매칭·자동화 시스템이 플랫폼 운영 효율(경쟁사 대비 25배)의 핵심 경쟁력으로 서술됨. | 근거: ""딥러닝 기반AI 매칭 기술 보유...인플루언서 인공 신경망 모듈 기술을 적용하여, 광고주에게 최적의 인플루언서를 매칭"" / ""캠페인을 전 과정 AI를 통한 자동화시스템으로 운영""","REVU 서비스(컨텐츠마케팅, 로컬, 에이전시)"
아이엠티,2023-10-10,코스닥,기계/장비,비AI,,PER,21.95,"[에이전트 판정(투설 원문 스니펫)|high] AI 언급 전부가 전방산업(HBM/AI반도체) 수요 전망. 세정장비 자체는 AI 무관 | 근거: ""인공지능(AI) 기술이 눈부시게 발전하면서 이에 필수적으로 요구되는 HBM 메모리 반도체의 수요가 급격하게 늘어날 것""",건식세정 장비 및 EUV Mask Baking Laser
퓨릿,2023-10-18,코스닥,화학/소재,비AI,,PER,20.61,"[에이전트 판정(투설 원문 스니펫)|high] 케미컬 소재사. AI는 전방 반도체 시장 전망에 그침. | 근거: ""빅데이터, IoT, 인공지능의 발전 및 5G 서비스와 자율주행차 등... 반도체의 수요는 필연적으로 증가""","반도체용 케미컬, 디스플레이용 케미컬, 산업용 케미컬"
신성에스티,2023-10-19,코스닥,자동차/모빌리티,비AI,,PER,21.8,[자동확정(키워드 0건)|high] 투자설명서 전문에 AI·인공지능·머신러닝 등 관련 언급 없음,전기차/2차전지 Busbar 및 배터리모듈 보호 부품 등
에스엘에스바이오,2023-10-20,코스닥,바이오/헬스케어,비AI,,PER,27.61,"[에이전트 판정(투설 원문 스니펫)|high] AI 언급이 리스크 요인 서술뿐. 의약품 품질관리·진단 사업은 AI 무관. | 근거: ""스폰서의 피로감, AI 기술발전 등으로 인해 외부용역의 내재화에 따른 비용 대비 편익이 확대될 경우"" (리스크 요인)","의약품 품질관리, 신약개발지원, 체외진단기기"
워트,2023-10-26,코스닥,기계/장비,비AI,,PER,23.19,[에이전트 판정(투설 원문 스니펫)|high] AI는 전방(AI반도체 투자) 수혜 설명과 향후 개발 계획. 온습도 제어장비 자체는 비AI. | 근거: AI 반도체 수요 증가에 따른 HBM공정 투자 증가 / AI 기술을 접목한 분석시스템을 개발하여 ... 시스템을 구축하여,초정밀 온습도 제어장비
퀄리타스반도체,2023-10-27,코스닥,반도체/디스플레이,비AI,,PER,26.11,"[에이전트 판정(투설 원문 스니펫)|high] 자사 기술은 초고속 인터커넥트(SerDes 등) IP. AI는 전방 응용처이며 NPU 언급은 타사 설명. | 근거: ""AI 반도체 개발에 필요한 Interface IP를 주력 제품으로 판매""",초고속 통신용 반도체 IP
유진테크놀로지,2023-11-02,코스닥,화학/소재,비AI,,PER,27.03,[자동확정(키워드 0건)|high] 투자설명서 전문에 AI·인공지능·머신러닝 등 관련 언급 없음,이차전지 정밀금형 외
유투바이오,2023-11-02,코스닥,기타,비AI,,PER,20.5,"[에이전트 판정(투설 원문 스니펫)|low] AI는 향후 출시 계획·연구 단계(PBS 판정 솔루션 개발 중). 현 주력인 체외진단검사서비스는 AI 없이 성립하나 개발이 구체적이라 경계선. | 근거: ""AI를 활용한 의료 데이터 분석, 진단 지원 도구... 연구 및 개발하여 상업 제품으로 출시할 계획"" / ""AI연구팀 (4명) ■ AI 학습 데이터 구축 업무""","체외진단검사서비스, 의료IT솔루션"
쏘닉스,2023-11-07,코스닥,반도체/디스플레이,비AI,,PER,16.55,[자동확정(키워드 0건)|high] 투자설명서 전문에 AI·인공지능·머신러닝 등 관련 언급 없음,RF필터 파운드리
